SampleName,StartDate,EndDate
Maxson Operations Data (06-01-2024),6/1/2024,6/1/2025

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,"Flow(MAX), Influent",82.70,82.70,,MGD
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,"Flow, Effluent",,,,MGD
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,"Flow, Influent",72.20,72.20,,MGD
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Hours Bypassed,0.00,0.00,,
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,pH - Effluent (Max),7.13,7.13,,pH Units
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,pH - Effluent (Min),7.05,7.05,,pH Units
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,pH - Influent,6.25,6.25,,pH Units
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Rainfall,0.00,0.00,,inch
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Temperature - DIG.SDG.,,,,C
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Temperature - Effluent,28.10,28.10,,C
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Temperature - Influent,26.50,26.50,,C
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Temperature - North,27.90,27.90,,C
MX24JUL07-01-001,Maxson Operations Data (07-07-2024),7/7/2024,Wet Cake,,,,Gallons/Day
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,% VOL. RED.,,,,%
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Dissolved O2 - North,1.00,1.00,,mg/L
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,"Dissolved Oxygen, Effluent",4.80,4.80,,mg/L
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,"Dissolved Oxygen, Influent",0.30,0.30,,mg/L
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,"Flow(MAX), Influent",87.80,87.80,,MGD
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,"Flow, Effluent",,,,MGD
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,"Flow, Influent",78.00,78.00,,MGD
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Hours Bypassed,0.00,0.00,,
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,pH - Effluent (Max),7.10,7.10,,pH Units
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,pH - Effluent (Min),7.01,7.01,,pH Units
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,pH - Influent,6.17,6.17,,pH Units
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Rainfall,0.25,0.25,,inch
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Temperature - Effluent,27.00,27.00,,C
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Temperature - Influent,27.00,27.00,,C
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Temperature - North,28.20,28.20,,C
MX24JUL08-01-001,Maxson Operations Data (07-08-2024),7/8/2024,Wet Cake,,,,Gallons/Day
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,% VOL. RED.,,,,%
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Dissolved O2 - North,5.70,5.70,,mg/L
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,"Dissolved Oxygen, Effluent",6.80,6.80,,mg/L
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,"Dissolved Oxygen, Influent",0.25,0.25,,mg/L
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,"Flow(MAX), Influent",106.60,106.60,,MGD
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,"Flow, Effluent",,,,MGD
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,"Flow, Influent",92.30,92.30,,MGD
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Hours Bypassed,0.00,0.00,,
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,pH - Effluent (Max),7.11,7.11,,pH Units
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,pH - Effluent (Min),6.97,6.97,,pH Units
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,pH - Influent,6.07,6.07,,pH Units
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Rainfall,0.10,0.10,,inch
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Temperature - Effluent,26.90,26.90,,C
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Temperature - Influent,26.00,26.00,,C
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Temperature - North,27.10,27.10,,C
MX24JUL09-01-001,Maxson Operations Data (07-09-2024),7/9/2024,Wet Cake,,,,Gallons/Day
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,% VOL. RED.,,,,%
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Dissolved O2 - North,1.10,1.10,,mg/L
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,"Dissolved Oxygen, Effluent",6.40,6.40,,mg/L
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,"Dissolved Oxygen, Influent",0.25,0.25,,mg/L
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,"Flow(MAX), Influent",90.90,90.90,,MGD
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,"Flow, Effluent",,,,MGD
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,"Flow, Influent",79.00,79.00,,MGD
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Hours Bypassed,0.00,0.00,,
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,pH - Effluent (Max),7.06,7.06,,pH Units
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,pH - Effluent (Min),7.02,7.02,,pH Units
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,pH - Influent,6.21,6.21,,pH Units
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Rainfall,0.00,0.00,,inch
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Temperature - Effluent,26.50,26.50,,C
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Temperature - Influent,25.80,25.80,,C
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Temperature - North,27.90,27.90,,C
MX24JUL10-01-001,Maxson Operations Data (07-10-2024),7/10/2024,Wet Cake,,,,Gallons/Day
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,% VOL. RED.,,,,%
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Dissolved O2 - North,1.20,1.20,,mg/L
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,"Dissolved Oxygen, Effluent",6.60,6.60,,mg/L
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,"Dissolved Oxygen, Influent",0.30,0.30,,mg/L
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,"Flow(MAX), Influent",84.70,84.70,,MGD
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,"Flow, Effluent",,,,MGD
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,"Flow, Influent",75.80,75.80,,MGD
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Hours Bypassed,0.00,0.00,,
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,pH - Effluent (Max),7.10,7.10,,pH Units
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,pH - Effluent (Min),7.01,7.01,,pH Units
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,pH - Influent,5.98,5.98,,pH Units
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Rainfall,0.00,0.00,,inch
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Temperature - Effluent,27.70,27.70,,C
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Temperature - Influent,26.30,26.30,,C
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Temperature - North,28.10,28.10,,C
MX24JUL11-01-001,Maxson Operations Data (07-11-2024),7/11/2024,Wet Cake,,,,Gallons/Day
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,% VOL. RED.,,,,%
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Dissolved O2 - North,1.20,1.20,,mg/L
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,"Dissolved Oxygen, Effluent",7.17,7.17,,mg/L
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,"Dissolved Oxygen, Influent",0.18,0.18,,mg/L
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,"Flow(MAX), Influent",84.90,84.90,,MGD
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,"Flow, Effluent",,,,MGD
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,"Flow, Influent",78.40,78.40,,MGD
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Hours Bypassed,0.00,0.00,,
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,pH - Effluent (Max),7.06,7.06,,pH Units
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,pH - Effluent (Min),7.01,7.01,,pH Units
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,pH - Influent,5.96,5.96,,pH Units
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Rainfall,0.00,0.00,,inch
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Temperature - Effluent,27.50,27.50,,C
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Temperature - Influent,26.70,26.70,,C
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Temperature - North,29.40,29.40,,C
MX24JUL12-01-001,Maxson Operations Data (07-12-2024),7/12/2024,Wet Cake,,,,Gallons/Day
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,% VOL. RED.,,,,%
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Dissolved O2 - North,0.70,0.70,,mg/L
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,"Dissolved Oxygen, Effluent",6.40,6.40,,mg/L
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,"Dissolved Oxygen, Influent",0.35,0.35,,mg/L
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,"Flow(MAX), Influent",86.50,86.50,,MGD
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,"Flow, Effluent",,,,MGD
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,"Flow, Influent",77.30,77.30,,MGD
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Hours Bypassed,0.00,0.00,,
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,pH - Effluent (Max),7.07,7.07,,pH Units
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,pH - Effluent (Min),7.00,7.00,,pH Units
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,pH - Influent,6.00,6.00,,pH Units
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Rainfall,0.00,0.00,,inch
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Temperature - Effluent,27.40,27.40,,C
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Temperature - Influent,26.50,26.50,,C
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Temperature - North,28.50,28.50,,C
MX24JUL13-01-001,Maxson Operations Data (07-13-2024),7/13/2024,Wet Cake,,,,Gallons/Day
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,% VOL. RED.,,,,%
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Dissolved O2 - North,0.80,0.80,,mg/L
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,"Dissolved Oxygen, Effluent",6.00,6.00,,mg/L
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,"Dissolved Oxygen, Influent",0.50,0.50,,mg/L
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,"Flow(MAX), Influent",84.30,84.30,,MGD
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,"Flow, Effluent",,,,MGD
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,"Flow, Influent",72.80,72.80,,MGD
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Hours Bypassed,0.00,0.00,,
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,pH - Effluent (Max),7.09,7.09,,pH Units
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,pH - Effluent (Min),7.05,7.05,,pH Units
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,pH - Influent,6.10,6.10,,pH Units
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Rainfall,0.00,0.00,,inch
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Temperature - Effluent,29.00,29.00,,C
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Temperature - Influent,27.20,27.20,,C
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Temperature - North,27.80,27.80,,C
MX24JUL14-01-001,Maxson Operations Data (07-14-2024),7/14/2024,Wet Cake,,,,Gallons/Day
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,% VOL. RED.,,,,%
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Dissolved O2 - North,0.90,0.90,,mg/L
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,"Dissolved Oxygen, Effluent",7.00,7.00,,mg/L
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,"Dissolved Oxygen, Influent",0.18,0.18,,mg/L
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,"Flow(MAX), Influent",100.00,100.00,,MGD
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,"Flow, Effluent",,,,MGD
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,"Flow, Influent",81.30,81.30,,MGD
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Hours Bypassed,0.00,0.00,,
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,pH - Effluent (Max),6.98,6.98,,pH Units
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,pH - Effluent (Min),6.89,6.89,,pH Units
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,pH - Influent,6.00,6.00,,pH Units
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Rainfall,0.00,0.00,,inch
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Temperature - Effluent,27.60,27.60,,C
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Temperature - Influent,27.20,27.20,,C
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Temperature - North,28.10,28.10,,C
MX24JUL15-01-001,Maxson Operations Data (07-15-2024),7/15/2024,Wet Cake,,,,Gallons/Day
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,% VOL. RED.,,,,%
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Dissolved O2 - North,0.30,0.30,,mg/L
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,"Dissolved Oxygen, Effluent",6.40,6.40,,mg/L
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,"Dissolved Oxygen, Influent",0.24,0.24,,mg/L
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,"Flow(MAX), Influent",102.30,102.30,,MGD
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,"Flow, Effluent",,,,MGD
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,"Flow, Influent",81.00,81.00,,MGD
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Hours Bypassed,0.00,0.00,,
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Peracetic Acid,0.00,0.00,,ppm
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,pH - Effluent (Max),7.07,7.07,,pH Units
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,pH - Effluent (Min),6.97,6.97,,pH Units
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,pH - Influent,5.98,5.98,,pH Units
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Rainfall,0.00,0.00,,inch
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Temperature - Effluent,27.40,27.40,,C
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Temperature - Influent,26.90,26.90,,C
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Temperature - North,28.90,28.90,,C
MX24JUL16-01-001,Maxson Operations Data (07-16-2024),7/16/2024,Wet Cake,,,,Gallons/Day
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,% VOL. RED.,,,,%
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Dissolved O2 - North,0.50,0.50,,mg/L
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,"Dissolved Oxygen, Effluent",6.80,6.80,,mg/L
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,"Dissolved Oxygen, Influent",0.23,0.23,,mg/L
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,"Flow(MAX), Influent",95.10,95.10,,MGD
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,"Flow, Effluent",,,,MGD
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,"Flow, Influent",80.10,80.10,,MGD
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Hours Bypassed,0.00,0.00,,
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Peracetic Acid,0.02,0.02,,ppm
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,pH - Effluent (Max),7.04,7.04,,pH Units
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,pH - Effluent (Min),6.96,6.96,,pH Units
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,pH - Influent,6.32,6.32,,pH Units
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Pounds of Chlorine - Effluent,,,,pH Units
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Pounds of Sulfur Dioxide - Effluent,,,,pH Units
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Rainfall,0.19,0.19,,inch
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Temperature - DIG.SDG.,21.70,21.70,,C
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Temperature - Effluent,26.70,26.70,,C
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Temperature - Influent,26.70,26.70,,C
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Temperature - North,28.60,28.60,,C
MX24JUL17-01-001,Maxson Operations Data (07-17-2024),7/17/2024,Wet Cake,,,,Gallons/Day
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,% VOL. RED.,,,,%
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,Cake Dry Tons/Day,,,,Tons/Day
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,Dissolved O2 - North,0.30,0.30,,mg/L
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,"Dissolved Oxygen, Effluent",6.15,6.15,,mg/L
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,"Dissolved Oxygen, Influent",0.28,0.28,,mg/L
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,"Flow(MAX), Influent",145.20,145.20,,MGD
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,"Flow, Effluent",,,,MGD
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,"Flow, Influent",112.10,112.10,,MGD
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,Hours Bypassed,0.00,0.00,,
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,Peracetic Acid,0.07,0.07,,ppm
MX24JUL18-01-001,Maxson Operations Data (07-18-2024),7/18/2024,pH - Effluent (Max),7.01,7.01,,pH Units
