SampleName,StartDate,EndDate
TEM ABF Influent (TF) (08-01-2025),8/1/2025,1/9/2026

SampleNumber,SampleName1,SampledDate,Parameter,SWPPRCalc,ReportedResult,Qual,Unit
ST25SEP10-01-033 ,TEM ABF Influent (09-09-2025),9/9/2025,Volatile Suspended Solids,139,139,,mg/L
ST25SEP10-01-033 ,TEM ABF Influent (09-09-2025),9/9/2025,pH,6.27,6.27,,pH Units
ST25SEP10-01-033 ,TEM ABF Influent (09-09-2025),9/9/2025,Soluble BOD,547,547,,mg/L
ST25SEP11-01-035 ,TEM ABF Influent (09-10-2025),9/10/2025,pH,6.17,6.17,,pH Units
ST25SEP11-01-035 ,TEM ABF Influent (09-10-2025),9/10/2025,Soluble BOD,498,498,,mg/L
ST25SEP11-01-035 ,TEM ABF Influent (09-10-2025),9/10/2025,% Volatile Suspended Solids,87,87,,%
ST25SEP11-01-035 ,TEM ABF Influent (09-10-2025),9/10/2025,Total Suspended Solids,215,215,,mg/L
ST25SEP11-01-035 ,TEM ABF Influent (09-10-2025),9/10/2025,Volatile Suspended Solids,187,187,,mg/L
ST25SEP12-01-033 ,TEM ABF Influent (09-11-2025),9/11/2025,% Volatile Suspended Solids,86,86,,%
ST25SEP12-01-033 ,TEM ABF Influent (09-11-2025),9/11/2025,Total Suspended Solids,246,246,,mg/L
ST25SEP12-01-033 ,TEM ABF Influent (09-11-2025),9/11/2025,Volatile Suspended Solids,211,211,,mg/L
ST25SEP12-01-033 ,TEM ABF Influent (09-11-2025),9/11/2025,pH,6.09,6.09,,pH Units
ST25SEP12-01-033 ,TEM ABF Influent (09-11-2025),9/11/2025,Soluble BOD,431,431,,mg/L
ST25SEP13-02-032 ,TEM ABF Influent (09-12-2025),9/12/2025,% Volatile Suspended Solids,91,91,,%
ST25SEP13-02-032 ,TEM ABF Influent (09-12-2025),9/12/2025,Total Suspended Solids,367,367,,mg/L
ST25SEP13-02-032 ,TEM ABF Influent (09-12-2025),9/12/2025,Volatile Suspended Solids,333,333,,mg/L
ST25SEP13-02-032 ,TEM ABF Influent (09-12-2025),9/12/2025,pH,6.62,6.62,,pH Units
ST25SEP13-02-032 ,TEM ABF Influent (09-12-2025),9/12/2025,Soluble BOD,480,480,,mg/L
ST25SEP14-02-032 ,TEM ABF Influent (09-13-2025),9/13/2025,% Volatile Suspended Solids,96,96,,%
ST25SEP14-02-032 ,TEM ABF Influent (09-13-2025),9/13/2025,Total Suspended Solids,344,344,,mg/L
ST25SEP14-02-032 ,TEM ABF Influent (09-13-2025),9/13/2025,Volatile Suspended Solids,330,330,,mg/L
ST25SEP14-02-032 ,TEM ABF Influent (09-13-2025),9/13/2025,pH,6.43,6.43,,pH Units
ST25SEP14-02-032 ,TEM ABF Influent (09-13-2025),9/13/2025,Soluble BOD,444,444,,mg/L
ST25SEP15-01-033 ,TEM ABF Influent (09-14-2025),9/14/2025,% Volatile Suspended Solids,99,99,,%
ST25SEP15-01-033 ,TEM ABF Influent (09-14-2025),9/14/2025,Total Suspended Solids,210,210,,mg/L
ST25SEP15-01-033 ,TEM ABF Influent (09-14-2025),9/14/2025,Volatile Suspended Solids,208,208,,mg/L
ST25SEP15-01-033 ,TEM ABF Influent (09-14-2025),9/14/2025,pH,6.24,6.24,,pH Units
ST25SEP15-01-033 ,TEM ABF Influent (09-14-2025),9/14/2025,Soluble BOD,522,522,,mg/L
ST25SEP16-01-033 ,TEM ABF Influent (09-15-2025),9/15/2025,% Volatile Suspended Solids,96,96,,%
ST25SEP16-01-033 ,TEM ABF Influent (09-15-2025),9/15/2025,Total Suspended Solids,135,135,,mg/L
ST25SEP16-01-033 ,TEM ABF Influent (09-15-2025),9/15/2025,Volatile Suspended Solids,130,130,,mg/L
ST25SEP16-01-033 ,TEM ABF Influent (09-15-2025),9/15/2025,pH,6.52,6.52,,pH Units
ST25SEP16-01-033 ,TEM ABF Influent (09-15-2025),9/15/2025,Soluble BOD,459,459,,mg/L
ST25SEP17-02-033 ,TEM ABF Influent (09-16-2025),9/16/2025,% Volatile Suspended Solids,88,88,,%
ST25SEP17-02-033 ,TEM ABF Influent (09-16-2025),9/16/2025,Total Suspended Solids,688,688,,mg/L
ST25SEP17-02-033 ,TEM ABF Influent (09-16-2025),9/16/2025,Volatile Suspended Solids,603,603,,mg/L
ST25SEP17-02-033 ,TEM ABF Influent (09-16-2025),9/16/2025,pH,6.44,6.44,,pH Units
ST25SEP17-02-033 ,TEM ABF Influent (09-16-2025),9/16/2025,Soluble BOD,430,430,,mg/L
ST25SEP18-01-035 ,TEM ABF Influent (09-17-2025),9/17/2025,pH,6.84,6.84,,pH Units
ST25SEP18-01-035 ,TEM ABF Influent (09-17-2025),9/17/2025,Soluble BOD,598,598,,mg/L
ST25SEP18-01-035 ,TEM ABF Influent (09-17-2025),9/17/2025,% Volatile Suspended Solids,90,90,,%
ST25SEP18-01-035 ,TEM ABF Influent (09-17-2025),9/17/2025,Total Suspended Solids,303,303,,mg/L
ST25SEP18-01-035 ,TEM ABF Influent (09-17-2025),9/17/2025,Volatile Suspended Solids,272,272,,mg/L
ST25SEP19-01-033 ,TEM ABF Influent (09-18-2025),9/18/2025,% Volatile Suspended Solids,94,94,,%
ST25SEP19-01-033 ,TEM ABF Influent (09-18-2025),9/18/2025,Total Suspended Solids,810,810,,mg/L
ST25SEP19-01-033 ,TEM ABF Influent (09-18-2025),9/18/2025,Volatile Suspended Solids,765,765,,mg/L
ST25SEP19-01-033 ,TEM ABF Influent (09-18-2025),9/18/2025,pH,6.55,6.55,,pH Units
ST25SEP19-01-033 ,TEM ABF Influent (09-18-2025),9/18/2025,Soluble BOD,463,463,,mg/L
ST25SEP20-02-032 ,TEM ABF Influent (09-19-2025),9/19/2025,% Volatile Suspended Solids,90,90,,%
ST25SEP20-02-032 ,TEM ABF Influent (09-19-2025),9/19/2025,Total Suspended Solids,648,648,,mg/L
ST25SEP20-02-032 ,TEM ABF Influent (09-19-2025),9/19/2025,Volatile Suspended Solids,586,586,,mg/L
ST25SEP20-02-032 ,TEM ABF Influent (09-19-2025),9/19/2025,pH,6.16,6.16,,pH Units
ST25SEP20-02-032 ,TEM ABF Influent (09-19-2025),9/19/2025,Soluble BOD,566,566,,mg/L
ST25SEP21-02-032 ,TEM ABF Influent (09-20-2025),9/20/2025,pH,6.19,6.19,,pH Units
ST25SEP21-02-032 ,TEM ABF Influent (09-20-2025),9/20/2025,Soluble BOD,532,532,,mg/L
ST25SEP21-02-032 ,TEM ABF Influent (09-20-2025),9/20/2025,% Volatile Suspended Solids,90,90,,%
ST25SEP21-02-032 ,TEM ABF Influent (09-20-2025),9/20/2025,Total Suspended Solids,813,813,,mg/L
ST25SEP21-02-032 ,TEM ABF Influent (09-20-2025),9/20/2025,Volatile Suspended Solids,730,730,,mg/L
ST25SEP22-01-033 ,TEM ABF Influent (09-21-2025),9/21/2025,% Volatile Suspended Solids,90,90,,%
ST25SEP22-01-033 ,TEM ABF Influent (09-21-2025),9/21/2025,Total Suspended Solids,550,550,,mg/L
ST25SEP22-01-033 ,TEM ABF Influent (09-21-2025),9/21/2025,Volatile Suspended Solids,493,493,,mg/L
ST25SEP22-01-033 ,TEM ABF Influent (09-21-2025),9/21/2025,pH,6.86,6.86,,pH Units
ST25SEP22-01-033 ,TEM ABF Influent (09-21-2025),9/21/2025,Soluble BOD,241,241,,mg/L
ST25SEP23-01-033 ,TEM ABF Influent (09-22-2025),9/22/2025,% Volatile Suspended Solids,#VALUE!,#VALUE!,,%
ST25SEP23-01-033 ,TEM ABF Influent (09-22-2025),9/22/2025,Total Suspended Solids,57,57,,mg/L
ST25SEP23-01-033 ,TEM ABF Influent (09-22-2025),9/22/2025,Volatile Suspended Solids,#VALUE!,#VALUE!,,mg/L
ST25SEP23-01-033 ,TEM ABF Influent (09-22-2025),9/22/2025,pH,6.79,6.79,,pH Units
ST25SEP23-01-033 ,TEM ABF Influent (09-22-2025),9/22/2025,Soluble BOD,328,328,,mg/L
ST25SEP23-01-033 ,TEM ABF Influent (09-22-2025),9/22/2025,% Volatile Suspended Solids,95,95,,%
ST25SEP23-01-033 ,TEM ABF Influent (09-22-2025),9/22/2025,Total Suspended Solids,707,707,,mg/L
ST25SEP23-01-033 ,TEM ABF Influent (09-22-2025),9/22/2025,Volatile Suspended Solids,670,670,,mg/L
ST25SEP24-01-033 ,TEM ABF Influent (09-23-2025),9/23/2025,% Volatile Suspended Solids,90,90,,%
ST25SEP24-01-033 ,TEM ABF Influent (09-23-2025),9/23/2025,Total Suspended Solids,487,487,,mg/L
ST25SEP24-01-033 ,TEM ABF Influent (09-23-2025),9/23/2025,Volatile Suspended Solids,440,440,,mg/L
ST25SEP24-01-033 ,TEM ABF Influent (09-23-2025),9/23/2025,pH,6.67,6.67,,pH Units
ST25SEP24-01-033 ,TEM ABF Influent (09-23-2025),9/23/2025,Soluble BOD,462,462,,mg/L
ST25SEP25-01-035 ,TEM ABF Influent (09-24-2025),9/24/2025,pH,6.74,6.74,,pH Units
ST25SEP25-01-035 ,TEM ABF Influent (09-24-2025),9/24/2025,Soluble BOD,367,367,,mg/L
ST25SEP25-01-035 ,TEM ABF Influent (09-24-2025),9/24/2025,% Volatile Suspended Solids,84,84,,%
ST25SEP25-01-035 ,TEM ABF Influent (09-24-2025),9/24/2025,Total Suspended Solids,3000,3000,,mg/L
ST25SEP25-01-035 ,TEM ABF Influent (09-24-2025),9/24/2025,Volatile Suspended Solids,2510,2510,,mg/L
ST25SEP26-01-033 ,TEM ABF Influent (09-25-2025),9/25/2025,% Volatile Suspended Solids,83,83,,%
ST25SEP26-01-033 ,TEM ABF Influent (09-25-2025),9/25/2025,Total Suspended Solids,397,397,,mg/L
ST25SEP26-01-033 ,TEM ABF Influent (09-25-2025),9/25/2025,Volatile Suspended Solids,330,330,,mg/L
ST25SEP26-01-033 ,TEM ABF Influent (09-25-2025),9/25/2025,pH,6.26,6.26,,pH Units
ST25SEP26-01-033 ,TEM ABF Influent (09-25-2025),9/25/2025,Soluble BOD,423,423,,mg/L
ST25SEP27-02-032 ,TEM ABF Influent (09-26-2025),9/26/2025,% Volatile Suspended Solids,87,87,,%
ST25SEP27-02-032 ,TEM ABF Influent (09-26-2025),9/26/2025,Total Suspended Solids,380,380,,mg/L
ST25SEP27-02-032 ,TEM ABF Influent (09-26-2025),9/26/2025,Volatile Suspended Solids,330,330,,mg/L
ST25SEP27-02-032 ,TEM ABF Influent (09-26-2025),9/26/2025,pH,6.51,6.51,,pH Units
ST25SEP27-02-032 ,TEM ABF Influent (09-26-2025),9/26/2025,Soluble BOD,360,360,,mg/L
ST25SEP28-02-032 ,TEM ABF Influent (09-27-2025),9/27/2025,% Volatile Suspended Solids,88,88,,%
ST25SEP28-02-032 ,TEM ABF Influent (09-27-2025),9/27/2025,Total Suspended Solids,947,947,,mg/L
ST25SEP28-02-032 ,TEM ABF Influent (09-27-2025),9/27/2025,Volatile Suspended Solids,833,833,,mg/L
ST25SEP28-02-032 ,TEM ABF Influent (09-27-2025),9/27/2025,pH,6.68,6.68,,pH Units
ST25SEP28-02-032 ,TEM ABF Influent (09-27-2025),9/27/2025,Soluble BOD,445,445,,mg/L
ST25SEP29-01-033 ,TEM ABF Influent (09-28-2025),9/28/2025,% Volatile Suspended Solids,91,91,,%
ST25SEP29-01-033 ,TEM ABF Influent (09-28-2025),9/28/2025,Total Suspended Solids,458,458,,mg/L
ST25SEP29-01-033 ,TEM ABF Influent (09-28-2025),9/28/2025,Volatile Suspended Solids,415,415,,mg/L
ST25SEP29-01-033 ,TEM ABF Influent (09-28-2025),9/28/2025,pH,6.66,6.66,,pH Units
ST25SEP29-01-033 ,TEM ABF Influent (09-28-2025),9/28/2025,Soluble BOD,473,473,,mg/L
ST25SEP30-01-033 ,TEM ABF Influent (09-29-2025),9/29/2025,% Volatile Suspended Solids,85,85,,%
ST25SEP30-01-033 ,TEM ABF Influent (09-29-2025),9/29/2025,Total Suspended Solids,177,177,,mg/L
ST25SEP30-01-033 ,TEM ABF Influent (09-29-2025),9/29/2025,Volatile Suspended Solids,150,150,,mg/L
ST25SEP30-01-033 ,TEM ABF Influent (09-29-2025),9/29/2025,pH,6.90,6.90,,pH Units
ST25SEP30-01-033 ,TEM ABF Influent (09-29-2025),9/29/2025,Soluble BOD,63,63,,mg/L
ST25OCT01-06-033 ,TEM ABF Influent (09-30-2025),9/30/2025,% Volatile Suspended Solids,80,80,,%
ST25OCT01-06-033 ,TEM ABF Influent (09-30-2025),9/30/2025,Total Suspended Solids,490,490,,mg/L
ST25OCT01-06-033 ,TEM ABF Influent (09-30-2025),9/30/2025,Volatile Suspended Solids,390,390,,mg/L
ST25OCT01-06-033 ,TEM ABF Influent (09-30-2025),9/30/2025,pH,6.77,6.77,,pH Units
ST25OCT01-06-033 ,TEM ABF Influent (09-30-2025),9/30/2025,Soluble BOD,367,367,,mg/L
ST25OCT02-01-035 ,TEM ABF Influent (10-01-2025),10/1/2025,pH,6.57,6.57,,pH Units
ST25OCT02-01-035 ,TEM ABF Influent (10-01-2025),10/1/2025,Soluble BOD,446,446,,mg/L
ST25OCT02-01-035 ,TEM ABF Influent (10-01-2025),10/1/2025,% Volatile Suspended Solids,71,71,,%
ST25OCT02-01-035 ,TEM ABF Influent (10-01-2025),10/1/2025,Total Suspended Solids,562,562,,mg/L
ST25OCT02-01-035 ,TEM ABF Influent (10-01-2025),10/1/2025,Volatile Suspended Solids,400,400,,mg/L
ST25OCT03-01-033 ,TEM ABF Influent (10-02-2025),10/2/2025,% Volatile Suspended Solids,84,84,,%
ST25OCT03-01-033 ,TEM ABF Influent (10-02-2025),10/2/2025,Total Suspended Solids,127,127,,mg/L
ST25OCT03-01-033 ,TEM ABF Influent (10-02-2025),10/2/2025,Volatile Suspended Solids,106,106,,mg/L
ST25OCT03-01-033 ,TEM ABF Influent (10-02-2025),10/2/2025,pH,7.00,7.00,,pH Units
ST25OCT03-01-033 ,TEM ABF Influent (10-02-2025),10/2/2025,Soluble BOD,421,421,,mg/L
ST25OCT04-02-032 ,TEM ABF Influent (10-03-2025),10/3/2025,% Volatile Suspended Solids,92,92,,%
ST25OCT04-02-032 ,TEM ABF Influent (10-03-2025),10/3/2025,Total Suspended Solids,273,273,,mg/L
ST25OCT04-02-032 ,TEM ABF Influent (10-03-2025),10/3/2025,Volatile Suspended Solids,250,250,,mg/L
ST25OCT04-02-032 ,TEM ABF Influent (10-03-2025),10/3/2025,pH,7.96,7.96,,pH Units
ST25OCT04-02-032 ,TEM ABF Influent (10-03-2025),10/3/2025,Soluble BOD,51,51,,mg/L
ST25OCT05-02-032 ,TEM ABF Influent (10-04-2025),10/4/2025,% Volatile Suspended Solids,87,87,,%
ST25OCT05-02-032 ,TEM ABF Influent (10-04-2025),10/4/2025,Total Suspended Solids,184,184,,mg/L
ST25OCT05-02-032 ,TEM ABF Influent (10-04-2025),10/4/2025,Volatile Suspended Solids,161,161,,mg/L
ST25OCT05-02-032 ,TEM ABF Influent (10-04-2025),10/4/2025,pH,6.82,6.82,,pH Units
ST25OCT05-02-032 ,TEM ABF Influent (10-04-2025),10/4/2025,Soluble BOD,413,413,,mg/L
ST25OCT06-01-033 ,TEM ABF Influent (10-05-2025),10/5/2025,% Volatile Suspended Solids,87,87,,%
ST25OCT06-01-033 ,TEM ABF Influent (10-05-2025),10/5/2025,Total Suspended Solids,251,251,,mg/L
ST25OCT06-01-033 ,TEM ABF Influent (10-05-2025),10/5/2025,Volatile Suspended Solids,219,219,,mg/L
ST25OCT06-01-033 ,TEM ABF Influent (10-05-2025),10/5/2025,pH,6.79,6.79,,pH Units
ST25OCT06-01-033 ,TEM ABF Influent (10-05-2025),10/5/2025,Soluble BOD,372,372,,mg/L
ST25OCT07-01-033 ,TEM ABF Influent (10-06-2025),10/6/2025,% Volatile Suspended Solids,83,83,,%
ST25OCT07-01-033 ,TEM ABF Influent (10-06-2025),10/6/2025,Total Suspended Solids,546,546,,mg/L
ST25OCT07-01-033 ,TEM ABF Influent (10-06-2025),10/6/2025,Volatile Suspended Solids,452,452,,mg/L
ST25OCT07-01-033 ,TEM ABF Influent (10-06-2025),10/6/2025,pH,6.71,6.71,,pH Units
ST25OCT07-01-033 ,TEM ABF Influent (10-06-2025),10/6/2025,Soluble BOD,320,320,,mg/L
ST25OCT08-01-033 ,TEM ABF Influent (10-07-2025),10/7/2025,% Volatile Suspended Solids,83,83,,%
ST25OCT08-01-033 ,TEM ABF Influent (10-07-2025),10/7/2025,Total Suspended Solids,199,199,,mg/L
ST25OCT08-01-033 ,TEM ABF Influent (10-07-2025),10/7/2025,Volatile Suspended Solids,166,166,,mg/L
ST25OCT08-01-033 ,TEM ABF Influent (10-07-2025),10/7/2025,pH,6.76,6.76,,pH Units
ST25OCT08-01-033 ,TEM ABF Influent (10-07-2025),10/7/2025,Soluble BOD,217,217,,mg/L
ST25OCT09-01-035 ,TEM ABF Influent (10-08-2025),10/8/2025,pH,6.68,6.68,,pH Units
ST25OCT09-01-035 ,TEM ABF Influent (10-08-2025),10/8/2025,Soluble BOD,393,393,,mg/L
ST25OCT09-01-035 ,TEM ABF Influent (10-08-2025),10/8/2025,% Volatile Suspended Solids,82,82,,%
ST25OCT09-01-035 ,TEM ABF Influent (10-08-2025),10/8/2025,Total Suspended Solids,221,221,,mg/L
ST25OCT09-01-035 ,TEM ABF Influent (10-08-2025),10/8/2025,Volatile Suspended Solids,182,182,,mg/L
ST25OCT10-01-033 ,TEM ABF Influent (10-09-2025),10/9/2025,% Volatile Suspended Solids,84,84,,%
ST25OCT10-01-033 ,TEM ABF Influent (10-09-2025),10/9/2025,Total Suspended Solids,309,309,,mg/L
ST25OCT10-01-033 ,TEM ABF Influent (10-09-2025),10/9/2025,Volatile Suspended Solids,260,260,,mg/L
ST25OCT10-01-033 ,TEM ABF Influent (10-09-2025),10/9/2025,pH,6.88,6.88,,pH Units
ST25OCT10-01-033 ,TEM ABF Influent (10-09-2025),10/9/2025,Soluble BOD,363,363,,mg/L
ST25OCT11-02-032 ,TEM ABF Influent (10-10-2025),10/10/2025,% Volatile Suspended Solids,95,95,,%
ST25OCT11-02-032 ,TEM ABF Influent (10-10-2025),10/10/2025,Total Suspended Solids,262,262,,mg/L
ST25OCT11-02-032 ,TEM ABF Influent (10-10-2025),10/10/2025,Volatile Suspended Solids,248,248,,mg/L
ST25OCT11-02-032 ,TEM ABF Influent (10-10-2025),10/10/2025,pH,7.28,7.28,,pH Units
ST25OCT11-02-032 ,TEM ABF Influent (10-10-2025),10/10/2025,Soluble BOD,396,396,,mg/L
ST25OCT12-02-032 ,TEM ABF Influent (10-11-2025),10/11/2025,% Volatile Suspended Solids,87,87,,%
ST25OCT12-02-032 ,TEM ABF Influent (10-11-2025),10/11/2025,Total Suspended Solids,416,416,,mg/L
ST25OCT12-02-032 ,TEM ABF Influent (10-11-2025),10/11/2025,Volatile Suspended Solids,362,362,,mg/L
ST25OCT12-02-032 ,TEM ABF Influent (10-11-2025),10/11/2025,pH,7.14,7.14,,pH Units
ST25OCT12-02-032 ,TEM ABF Influent (10-11-2025),10/11/2025,Soluble BOD,328,328,,mg/L
ST25OCT13-01-033,TEM ABF Influent (10-12-2025),10/12/2025,% Volatile Suspended Solids,86,86,,%
ST25OCT13-01-033,TEM ABF Influent (10-12-2025),10/12/2025,Total Suspended Solids,206,206,,mg/L
ST25OCT13-01-033,TEM ABF Influent (10-12-2025),10/12/2025,Volatile Suspended Solids,177,177,,mg/L
ST25OCT13-01-033,TEM ABF Influent (10-12-2025),10/12/2025,pH,7.21,7.21,,pH Units
ST25OCT13-01-033,TEM ABF Influent (10-12-2025),10/12/2025,Soluble BOD,335,335,,mg/L
ST25OCT14-01-033 ,TEM ABF Influent (10-13-2025),10/13/2025,% Volatile Suspended Solids,88,88,,%
ST25OCT14-01-033 ,TEM ABF Influent (10-13-2025),10/13/2025,Total Suspended Solids,169,169,,mg/L
ST25OCT14-01-033 ,TEM ABF Influent (10-13-2025),10/13/2025,Volatile Suspended Solids,148,148,,mg/L
ST25OCT14-01-033 ,TEM ABF Influent (10-13-2025),10/13/2025,pH,7.08,7.08,,pH Units
ST25OCT14-01-033 ,TEM ABF Influent (10-13-2025),10/13/2025,Soluble BOD,401,401,,mg/L
ST25OCT15-01-033 ,TEM ABF Influent (10-14-2025),10/14/2025,% Volatile Suspended Solids,91,91,,%
ST25OCT15-01-033 ,TEM ABF Influent (10-14-2025),10/14/2025,Total Suspended Solids,250,250,,mg/L
ST25OCT15-01-033 ,TEM ABF Influent (10-14-2025),10/14/2025,Volatile Suspended Solids,229,229,,mg/L
ST25OCT15-01-033 ,TEM ABF Influent (10-14-2025),10/14/2025,pH,6.95,6.95,,pH Units
ST25OCT15-01-033 ,TEM ABF Influent (10-14-2025),10/14/2025,Soluble BOD,445,445,,mg/L
ST25OCT16-01-035 ,TEM ABF Influent (10-15-2025),10/15/2025,pH,6.76,6.76,,pH Units
ST25OCT16-01-035 ,TEM ABF Influent (10-15-2025),10/15/2025,Soluble BOD,451,451,,mg/L
ST25OCT16-01-035 ,TEM ABF Influent (10-15-2025),10/15/2025,% Volatile Suspended Solids,88,88,,%
ST25OCT16-01-035 ,TEM ABF Influent (10-15-2025),10/15/2025,Total Suspended Solids,223,223,,mg/L
ST25OCT16-01-035 ,TEM ABF Influent (10-15-2025),10/15/2025,Volatile Suspended Solids,197,197,,mg/L
ST25OCT17-01-033 ,TEM ABF Influent (10-16-2025),10/16/2025,% Volatile Suspended Solids,92,92,,%
ST25OCT17-01-033 ,TEM ABF Influent (10-16-2025),10/16/2025,Total Suspended Solids,190,190,,mg/L
ST25OCT17-01-033 ,TEM ABF Influent (10-16-2025),10/16/2025,Volatile Suspended Solids,174,174,,mg/L
ST25OCT17-01-033 ,TEM ABF Influent (10-16-2025),10/16/2025,pH,6.51,6.51,,pH Units
ST25OCT17-01-033 ,TEM ABF Influent (10-16-2025),10/16/2025,Soluble BOD,400,400,,mg/L
ST25OCT18-02-032 ,TEM ABF Influent (10-17-2025),10/17/2025,% Volatile Suspended Solids,95,95,,%
ST25OCT18-02-032 ,TEM ABF Influent (10-17-2025),10/17/2025,Total Suspended Solids,231,231,,mg/L
ST25OCT18-02-032 ,TEM ABF Influent (10-17-2025),10/17/2025,Volatile Suspended Solids,220,220,,mg/L
ST25OCT18-02-032 ,TEM ABF Influent (10-17-2025),10/17/2025,pH,6.64,6.64,,pH Units
ST25OCT18-02-032 ,TEM ABF Influent (10-17-2025),10/17/2025,Soluble BOD,329,329,,mg/L
ST25OCT19-02-032 ,TEM ABF Influent (10-18-2025),10/18/2025,% Volatile Suspended Solids,96,96,,%
ST25OCT19-02-032 ,TEM ABF Influent (10-18-2025),10/18/2025,Total Suspended Solids,238,238,,mg/L
ST25OCT19-02-032 ,TEM ABF Influent (10-18-2025),10/18/2025,Volatile Suspended Solids,228,228,,mg/L
ST25OCT19-02-032 ,TEM ABF Influent (10-18-2025),10/18/2025,pH,6.61,6.61,,pH Units
ST25OCT19-02-032 ,TEM ABF Influent (10-18-2025),10/18/2025,Soluble BOD,381,381,,mg/L
ST25OCT20-01-033 ,TEM ABF Influent (10-19-2025),10/19/2025,% Volatile Suspended Solids,87,87,,%
ST25OCT20-01-033 ,TEM ABF Influent (10-19-2025),10/19/2025,Total Suspended Solids,214,214,,mg/L
ST25OCT20-01-033 ,TEM ABF Influent (10-19-2025),10/19/2025,Volatile Suspended Solids,186,186,,mg/L
ST25OCT20-01-033 ,TEM ABF Influent (10-19-2025),10/19/2025,pH,6.97,6.97,,pH Units
ST25OCT20-01-033 ,TEM ABF Influent (10-19-2025),10/19/2025,Soluble BOD,386,386,,mg/L
ST25OCT21-01-033 ,TEM ABF Influent (10-20-2025),10/20/2025,% Volatile Suspended Solids,91,91,,%
ST25OCT21-01-033 ,TEM ABF Influent (10-20-2025),10/20/2025,Total Suspended Solids,232,232,,mg/L
ST25OCT21-01-033 ,TEM ABF Influent (10-20-2025),10/20/2025,Volatile Suspended Solids,210,210,,mg/L
ST25OCT21-01-033 ,TEM ABF Influent (10-20-2025),10/20/2025,pH,6.86,6.86,,pH Units
ST25OCT21-01-033 ,TEM ABF Influent (10-20-2025),10/20/2025,Soluble BOD,351,351,,mg/L
ST25OCT22-01-033 ,TEM ABF Influent (10-21-2025),10/21/2025,% Volatile Suspended Solids,86,86,,%
ST25OCT22-01-033 ,TEM ABF Influent (10-21-2025),10/21/2025,Total Suspended Solids,153,153,,mg/L
ST25OCT22-01-033 ,TEM ABF Influent (10-21-2025),10/21/2025,Volatile Suspended Solids,131,131,,mg/L
ST25OCT22-01-033 ,TEM ABF Influent (10-21-2025),10/21/2025,pH,6.44,6.44,,pH Units
ST25OCT22-01-033 ,TEM ABF Influent (10-21-2025),10/21/2025,Soluble BOD,463,463,,mg/L
ST25OCT23-01-035 ,TEM ABF Influent (10-22-2025),10/22/2025,pH,6.48,6.48,,pH Units
ST25OCT23-01-035 ,TEM ABF Influent (10-22-2025),10/22/2025,Soluble BOD,412,412,,mg/L
ST25OCT23-01-035 ,TEM ABF Influent (10-22-2025),10/22/2025,% Volatile Suspended Solids,84,84,,%
ST25OCT23-01-035 ,TEM ABF Influent (10-22-2025),10/22/2025,Total Suspended Solids,155,155,,mg/L
ST25OCT23-01-035 ,TEM ABF Influent (10-22-2025),10/22/2025,Volatile Suspended Solids,130,130,,mg/L
ST25OCT24-01-033 ,TEM ABF Influent (10-23-2025),10/23/2025,% Volatile Suspended Solids,85,85,,%
ST25OCT24-01-033 ,TEM ABF Influent (10-23-2025),10/23/2025,Total Suspended Solids,201,201,,mg/L
ST25OCT24-01-033 ,TEM ABF Influent (10-23-2025),10/23/2025,Volatile Suspended Solids,171,171,,mg/L
ST25OCT24-01-033 ,TEM ABF Influent (10-23-2025),10/23/2025,pH,7.169,7.169,,pH Units
ST25OCT24-01-033 ,TEM ABF Influent (10-23-2025),10/23/2025,Soluble BOD,389,389,,mg/L
ST25OCT25-02-032 ,TEM ABF Influent (10-24-2025),10/24/2025,% Volatile Suspended Solids,96,96,,%
ST25OCT25-02-032 ,TEM ABF Influent (10-24-2025),10/24/2025,Total Suspended Solids,233,233,,mg/L
ST25OCT25-02-032 ,TEM ABF Influent (10-24-2025),10/24/2025,Volatile Suspended Solids,225,225,,mg/L
ST25OCT25-02-032 ,TEM ABF Influent (10-24-2025),10/24/2025,pH,7.16,7.16,,pH Units
ST25OCT25-02-032 ,TEM ABF Influent (10-24-2025),10/24/2025,Soluble BOD,321,321,,mg/L
ST25OCT26-02-032 ,TEM ABF Influent (10-25-2025),10/25/2025,% Volatile Suspended Solids,97,97,,%
ST25OCT26-02-032 ,TEM ABF Influent (10-25-2025),10/25/2025,Total Suspended Solids,147,147,,mg/L
ST25OCT26-02-032 ,TEM ABF Influent (10-25-2025),10/25/2025,Volatile Suspended Solids,143,143,,mg/L
ST25OCT26-02-032 ,TEM ABF Influent (10-25-2025),10/25/2025,pH,7.08,7.08,,pH Units
ST25OCT26-02-032 ,TEM ABF Influent (10-25-2025),10/25/2025,Soluble BOD,389,389,,mg/L
ST25OCT27-01-033 ,TEM ABF Influent (10-26-2025),10/26/2025,% Volatile Suspended Solids,91,91,,%
ST25OCT27-01-033 ,TEM ABF Influent (10-26-2025),10/26/2025,Total Suspended Solids,288,288,,mg/L
ST25OCT27-01-033 ,TEM ABF Influent (10-26-2025),10/26/2025,Volatile Suspended Solids,263,263,,mg/L
ST25OCT27-01-033 ,TEM ABF Influent (10-26-2025),10/26/2025,pH,6.80,6.80,,pH Units
ST25OCT27-01-033 ,TEM ABF Influent (10-26-2025),10/26/2025,Soluble BOD,438,438,,mg/L
